Netid State      Recv-Q Send-Q                                                                            Local Address:Port         Peer Address:Port  Process
u_str ESTAB      0      0                                                                                             * 37536                   * 36685        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 37408                   * 32755        
u_str ESTAB      0      0                                                                                             * 37399                   * 36574        
u_str ESTAB      0      0                                                                                             * 30253                   * 29689        
u_seq ESTAB      0      0                                                                                             * 361462                  * 361461       
u_str ESTAB      0      0                                                                                             * 39188                   * 40088        
u_str ESTAB      0      0                                                                                             * 36832                   * 36833        
u_str ESTAB      0      0                                                                                             * 361409                  * 361410       
u_seq ESTAB      0      0                                                                                             * 38284                   * 38283        
u_seq ESTAB      0      0                                                                                             * 38281                   * 38280        
u_str ESTAB      0      0                                                                     /run/user/1000/pipewire-0 38078                   * 33401        
u_str ESTAB      0      0                                                                                             * 413219                  * 412320       
u_str ESTAB      0      0                                                                                             * 368054                  * 368053       
u_str ESTAB      0      0                                                                                             * 364978                  * 364979       
u_str ESTAB      0      0                                                                                             * 363455                  * 363456       
u_str ESTAB      0      0                                                                                             * 352934                  * 352935       
u_str ESTAB      0      0                                                          /run/user/1000/gvfsd/socket-8c53mRXw 218948                  * 220317       
u_str ESTAB      0      0                                                                            /run/user/1000/bus 36721                   * 38049        
u_str ESTAB      0      0                                                                                             * 33125                   * 32764        
u_str ESTAB      0      0                                                                                             * 32707                   * 33084        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 31132                   * 30454        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 31788                   * 30293        
u_str ESTAB      0      0                                                                                             * 17257                   * 19759        
u_str ESTAB      0      0                                                                                             * 655740                  * 655739       
u_str ESTAB      0      0                                                                                             * 369810                  * 369811       
u_str ESTAB      0      0                                                                                             * 361182                  * 361183       
u_str ESTAB      0      0                                                                                             * 352033                  * 352032       
u_str ESTAB      0      0                                                                                             * 141207                  * 143563       
u_str ESTAB      0      0                                                                                             * 18660                   * 17085        
u_dgr ESTAB      0      0                                                                                             * 15934                   * 15933        
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 356283                  * 352822       
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 33353                   * 36698        
u_str ESTAB      0      0                                                                                             * 25598                   * 31044        
u_str ESTAB      0      0                                                                                             * 25479                   * 30238        
u_str ESTAB      0      0                                                                                             * 33695                   * 40033        
u_str ESTAB      0      0                                                                                             * 585299                  * 585300       
u_str ESTAB      0      0                                                                                             * 368469                  * 368470       
u_str ESTAB      0      0                                                          @/home/raf/.cache/ibus/dbus-3lJA97yD 142246                  * 143562       
u_str ESTAB      0      0                                                                                             * 39493                   * 41736        
u_str ESTAB      0      0                                                                                             * 40693                   * 40692        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 33439                   * 36836        
u_str ESTAB      0      0                                                                                             * 358403                  * 358404       
u_str ESTAB      0      0                                                          /run/user/1000/gvfsd/socket-H1OHlxE5 38971                   * 38970        
u_str ESTAB      0      0                                                                                             * 37523                   * 36677        
u_str ESTAB      0      0                                                                                             * 448504                  * 448503       
u_str ESTAB      0      0                                                                                             * 363291                  * 363290       
u_str ESTAB      0      0                                                                                             * 351976                  * 351975       
u_str ESTAB      0      0                                                                            /run/user/1000/bus 38940                   * 33478        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 29606                   * 25422        
u_str ESTAB      0      0                                                                                             * 658653                  * 658652       
u_str ESTAB      0      0                                                                                             * 658484                  * 658483       
u_str ESTAB      0      0                                                                                             * 559213                  * 559214       
u_str ESTAB      0      0                                                                                             * 352935                  * 352934       
u_str ESTAB      0      0                                                                   /run/user/1000/at-spi/bus_1 357244                  * 356287       
u_str ESTAB      0      0                                                                            /run/user/1000/bus 162703                  * 162702       
u_str ESTAB      0      0                                                          @/home/raf/.cache/ibus/dbus-3lJA97yD 38106                   * 37648        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 30509                   * 31223        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 31789                   * 30987        
u_str ESTAB      0      0                                                                                             * 365594                  * 364743       
u_str ESTAB      0      0                                                                                             * 363236                  * 363235       
u_str ESTAB      0      0                                                                                             * 38030                   * 36709        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 33233                   * 37988        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 33226                   * 33225        
u_str ESTAB      0      0                                                                                             * 1020                    * 17035        
u_str ESTAB      0      0                                                                                             * 658701                  * 658700       
u_str ESTAB      0      0                                                                   /run/user/1000/at-spi/bus_1 190915                  * 188100       
u_str ESTAB      0      0                                                                                             * 191630                  * 190889       
u_str ESTAB      0      0                                                                   /run/user/1000/at-spi/bus_1 36547                   * 33096        
u_str ESTAB      0      0                                                                                             * 21956                   * 21959        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 18676                   * 20487        
u_str ESTAB      0      0                                                                                             * 18605                   * 1014         
u_str ESTAB      0      0                                                                                             * 361302                  * 361301       
u_str ESTAB      0      0                                                                                             * 38807                   * 38808        
u_str ESTAB      0      0                                                                                             * 36592                   * 36593        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 21461                   * 19352        
u_str ESTAB      0      0                                                                                             * 412316                  * 412317       
u_str ESTAB      0      0                                                                                             * 41491                   * 40588        
u_str ESTAB      0      0                                                                                             * 41300                   * 41301        
u_str ESTAB      0      0                                                                                             * 30280                   * 31775        
u_str ESTAB      0      0                                                                         /run/pcscd/pcscd.comm 735982                  * 735981       
u_seq ESTAB      0      0                                                                                             * 361456                  * 361457       
u_str ESTAB      0      0                                                                                             * 362328                  * 362327       
u_str ESTAB      0      0                                                                          @/tmp/.ICE-unix/2994 33692                   * 33691        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 38194                   * 38976        
u_str ESTAB      0      0                                                                                             * 36845                   * 38110        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 33414                   * 37602        
u_str ESTAB      0      0                                                                                             * 37963                   * 33188        
u_str ESTAB      0      0                                                                                             * 37897                   * 37898        
u_str ESTAB      0      0                                                                                             * 352135                  * 352134       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 40590                   * 40589        
u_str ESTAB      0      0                                                                                             * 33599                   * 33600        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 36840                   * 33442        
u_str ESTAB      0      0                                                                                             * 356272                  * 356273       
u_str ESTAB      0      0                                                                                             * 712728                  * 712729       
u_str ESTAB      0      0                                                                                             * 399591                  * 399592       
u_str ESTAB      0      0                                                                                             * 369811                  * 369810       
u_str ESTAB      0      0                                                                                             * 42005                   * 42004        
u_str ESTAB      0      0                                                                                             * 38071                   * 38072        
u_str ESTAB      0      0                                                                                             * 30450                   * 31131        
u_dgr ESTAB      0      0                                                                                             * 15928                   * 468          
u_str ESTAB      0      0                                                                                             * 399530                  * 399531       
u_str ESTAB      0      0                                                                                             * 365039                  * 365040       
u_str ESTAB      0      0                                                                                             * 364971                  * 364043       
u_str ESTAB      0      0                                                                                             * 363454                  * 363453       
u_str ESTAB      0      0                                                                                             * 363451                  * 363452       
u_str ESTAB      0      0                                                                                             * 360317                  * 360316       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 363170                  * 362228       
u_str ESTAB      0      0                                                                                             * 162702                  * 162703       
u_str ESTAB      0      0                                                                                             * 33225                   * 33226        
u_str ESTAB      0      0                                                                                             * 31798                   * 31009        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 17470                   * 656          
u_str ESTAB      0      0                                                                                             * 33724                   * 38539        
u_str ESTAB      0      0                                                                                             * 38079                   * 36780        
u_str ESTAB      0      0                                                                                             * 38077                   * 36756        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 33133                   * 36584        
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 38537                   * 39182        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 36685                   * 37536        
u_str ESTAB      0      0                                                                                             * 25552                   * 30314        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 30840                   * 30254        
u_str ESTAB      0      0                                                                                             * 362208                  * 362207       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 39305                   * 40580        
u_str ESTAB      0      0                                                                                             * 36743                   * 36744        
u_str ESTAB      0      0                                                                                             * 371665                  * 371666       
u_str ESTAB      0      0                                                                                             * 368471                  * 368472       
u_str ESTAB      0      0                                                                                             * 39355                   * 39354        
u_str ESTAB      0      0                                                                                             * 38991                   * 38992        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 190903                  * 188089       
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 38130                   * 36863        
u_str ESTAB      0      0                                                                                             * 413222                  * 417594       
u_str ESTAB      0      0                                                                                             * 365608                  * 365609       
u_str ESTAB      0      0                                                                                             * 363187                  * 363188       
u_str ESTAB      0      0                                                                                             * 188088                  * 190902       
u_str ESTAB      0      0                                                                                             * 38007                   * 33320        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 37958                   * 33181        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 32032                   * 32031        
u_str ESTAB      0      0                                                                                             * 574819                  * 575590       
u_str ESTAB      0      0                                                                                             * 574812                  * 0            
u_str ESTAB      0      0                                                                                             * 575564                  * 575567       
u_str ESTAB      0      0                                                                                             * 400617                  * 400618       
u_str ESTAB      0      0                                                                                             * 361201                  * 361200       
u_str ESTAB      0      0                                                                            /run/user/1000/bus 30313                   * 31004        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 31757                   * 30858        
u_str ESTAB      0      0                                                                                             * 25422                   * 29606        
u_dgr ESTAB      0      0                                                                                             * 19465                   * 466          
u_str ESTAB      0      0                                                                                             * 360203                  * 360204       
u_str ESTAB      0      0                                                                                             * 351971                  * 351972       
u_str ESTAB      0      0                                                                                             * 111055                  * 110514       
u_str ESTAB      0      0                                                                                             * 37734                   * 37735        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 38029                   * 33359        
u_str ESTAB      0      0                                                                                             * 657749                  * 657748       
u_str ESTAB      0      0                                                                            /run/user/1000/bus 111051                  * 112777       
u_str ESTAB      0      0                                                                                             * 33600                   * 33599        
u_str ESTAB      0      0                                                          @/home/raf/.cache/ibus/dbus-3lJA97yD 36855                   * 36854        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 724917                  * 724916       
u_str ESTAB      0      0                                                                                             * 363875                  * 363874       
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 37501                   * 37500        
u_str ESTAB      0      0                                                                                             * 32755                   * 37408        
u_str ESTAB      4      0                                                                                             * 734964                  * 734965       
u_str ESTAB      0      0                                                                                             * 41505                   * 41506        
u_str ESTAB      0      0                                                                                             * 41500                   * 41501        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 40066                   * 40063        
u_str ESTAB      0      0                                                                                             * 31752                   * 25493        
u_dgr ESTAB      0      0                                                                                             * 16967                   * 16968        
u_str ESTAB      0      0                                                                     /run/user/1000/pipewire-0 363293                  * 360417       
u_str ESTAB      0      0                                                                                             * 357241                  * 357240       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 357129                  * 352802       
u_str ESTAB      0      0                                                                                             * 38824                   * 38823        
u_str ESTAB      0      0                                                                                             * 38806                   * 38805        
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 38541                   * 33726        
u_str ESTAB      0      0                                                                                             * 36714                   * 37547        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 30781                   * 29641        
u_str ESTAB      0      0                                                                                             * 448506                  * 448505       
u_str ESTAB      0      0                                                                                             * 368460                  * 368461       
u_str ESTAB      0      0                                                                                             * 366594                  * 366593       
u_str ESTAB      0      0                                                                                             * 360321                  * 360320       
u_str ESTAB      0      0                                                                                             * 222223                  * 221225       
u_seq ESTAB      0      0                                                                                             * 39048                   * 39047        
u_str ESTAB      0      0                                                                                             * 33275                   * 33276        
u_str ESTAB      0      0                                                                                             * 31974                   * 31127        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 20311                   * 21172        
u_str ESTAB      0      1536                                                                                          * 369222                  * 369221       
u_str ESTAB      0      0                                                                                             * 369815                  * 369814       
u_str ESTAB      0      0                                                                                             * 361181                  * 360301       
u_seq ESTAB      0      0                                                                                             * 362161                  * 362160       
u_str ESTAB      0      0                                                                                             * 220317                  * 218948       
u_str ESTAB      0      0                                                                                             * 38365                   * 38366        
u_str ESTAB      0      0                                                                                             * 38002                   * 33288        
u_str ESTAB      0      0                                                                                             * 30441                   * 30440        
u_str ESTAB      0      0                                                                                             * 30308                   * 31796        
u_str ESTAB      0      0                                                                                             * 19523                   * 19525        
u_str ESTAB      0      0                                                                                             * 18608                   * 17001        
u_str ESTAB      0      0                                                                                             * 361407                  * 361408       
u_str ESTAB      0      0                                                                                             * 357783                  * 357784       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 38035                   * 33364        
u_str ESTAB      0      0                                                                                             * 39419                   * 39418        
u_str ESTAB      0      0                                                                                             * 40127                   * 33772        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 38112                   * 36850        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 33403                   * 37589        
u_str ESTAB      0      0                                                                                             * 32912                   * 30507        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 979                     * 16944        
u_str ESTAB      0      0                                                                                             * 600036                  * 598888       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 38524                   * 33716        
u_str ESTAB      0      0                                                          @/home/raf/.cache/ibus/dbus-3lJA97yD 38165                   * 38164        
u_str ESTAB      0      0                                                                                             * 357840                  * 357841       
u_str ESTAB      0      0                                                                                             * 38127                   * 38128        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 30314                   * 25552        
u_str ESTAB      0      0                                                                   /run/user/1000/at-spi/bus_1 364927                  * 364926       
u_str ESTAB      0      0                                                                                             * 365610                  * 365611       
u_str ESTAB      0      0                                                                                             * 357414                  * 357413       
u_str ESTAB      0      0                                                                            /run/user/1000/bus 33173                   * 33172        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 31127                   * 31974        
u_str ESTAB      0      0                                                                                             * 24113                   * 24114        
u_str ESTAB      0      0                                                                                             * 20906                   * 18805        
u_str ESTAB      0      0                                                                                             * 573440                  * 577539       
u_str ESTAB      0      0                                                                                             * 417984                  * 417985       
u_str ESTAB      0      0                                                                                             * 361196                  * 361197       
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 37997                   * 37996        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 16351                   * 19472        
u_str ESTAB      0      0                                                                                             * 448503                  * 448504       
u_str ESTAB      0      0                                                                                             * 220473                  * 221222       
u_str ESTAB      0      0                                                                                             * 701346                  * 701345       
u_str ESTAB      0      0                                                                                             * 655232                  * 655233       
u_str ESTAB      0      0                                                                                             * 451140                  * 451139       
u_str ESTAB      0      0                                                                                             * 353008                  * 353007       
u_str ESTAB      0      0                                                                                             * 352944                  * 352943       
u_str ESTAB      0      0                                                                   /run/user/1000/at-spi/bus_1 112779                  * 111054       
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 36830                   * 37633        
u_str ESTAB      0      0                                                                                             * 33384                   * 36727        
u_str ESTAB      0      0                                                                                             * 25463                   * 30788        
u_str ESTAB      0      0                                                          /run/user/1000/gvfsd/socket-Gd7E59Jf 221223                  * 222222       
u_str ESTAB      0      0                                                                                             * 143556                  * 142798       
u_str ESTAB      0      0                                                                                             * 40602                   * 40601        
u_str ESTAB      0      0                                                                                             * 40017                   * 40018        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 33123                   * 37419        
u_str ESTAB      0      0                                                                                             * 366100                  * 366099       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 365606                  * 363886       
u_str ESTAB      0      0                                                                                             * 39134                   * 39135        
u_str ESTAB      0      0                                                          @/home/raf/.cache/ibus/dbus-3lJA97yD 36857                   * 36856        
u_str ESTAB      0      0                                                                                             * 37525                   * 33310        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 356277                  * 357133       
u_str ESTAB      0      0                                                                                             * 39434                   * 39435        
u_str ESTAB      0      0                                                                                             * 38805                   * 38806        
u_str ESTAB      0      0                                                                                             * 38526                   * 38527        
u_str ESTAB      0      0                                                                                             * 367967                  * 367968       
u_str ESTAB      0      0                                                                                             * 357133                  * 356277       
u_str ESTAB      0      0                                                                   /run/user/1000/at-spi/bus_1 220475                  * 221226       
u_str ESTAB      0      0                                                                                             * 41832                   * 41831        
u_str ESTAB      0      0                                                                                             * 41348                   * 41349        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 36692                   * 36691        
u_str ESTAB      0      0                                                                                             * 712729                  * 712728       
u_str ESTAB      0      0                                                                                             * 369470                  * 371304       
u_str ESTAB      0      0                                                          @/home/raf/.cache/ibus/dbus-3lJA97yD 363248                  * 361350       
u_seq ESTAB      0      0                                                                                             * 362163                  * 362162       
u_str ESTAB      0      0                                                                                             * 360210                  * 360209       
u_str ESTAB      0      0                                                                                             * 37996                   * 37997        
u_str ESTAB      0      0                                                                                             * 368462                  * 368463       
u_str ESTAB      0      0                                                                   /run/user/1000/pulse/native 369818                  * 369817       
u_str ESTAB      0      0                                                                                             * 368053                  * 368054       
u_str ESTAB      0      0                                                                                             * 366601                  * 366600       
u_str ESTAB      0      0                                                                                             * 352870                  * 352869       
u_str ESTAB      0      0                                                                                             * 33181                   * 37958        
u_str ESTAB      0      0                                                                                             * 31997                   * 32881        
u_str ESTAB      0      0                                                                                             * 17312                   * 17313        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 37772                   * 33499        
u_str ESTAB      0      0                                                                                             * 357736                  * 357737       
u_str ESTAB      0      0                                                                                             * 356281                  * 351970       
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 17046                   * 18647        
u_str ESTAB      0      0                                                                                             * 16293                   * 16292        
u_dgr ESTAB      0      0                                                                                             * 983                     * 466          
u_str ESTAB      0      0                                                                                             * 299680                  * 0            
u_str ESTAB      0      0                                                                                             * 36856                   * 36857        
u_str ESTAB      0      0                                                                                             * 17059                   * 17062        
u_str ESTAB      0      0                                                                                             * 368468                  * 368467       
u_str ESTAB      0      0                                                                                             * 39417                   * 39416        
u_str ESTAB      0      0                                                                                             * 40084                   * 40085        
u_str ESTAB      0      0                                                                                             * 39139                   * 39140        
u_str ESTAB      0      0                                                                                             * 367961                  * 367960       
u_str ESTAB      0      0                                                                                             * 38357                   * 38356        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 31799                   * 25548        
u_str ESTAB      0      0                                                                          @/tmp/.ICE-unix/2994 33657                   * 33656        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 36780                   * 38079        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 36671                   * 36670        
